startupId;startup;founder;fieldOfStudy;degreeName;fieldOfStudy_pt;degreeName_pt;start;end;schoolName;google_place_name;latitude;longitude;endereco;endereco_detalhe
spin-exponential-business;Spin Exponential Business;5eb21a39a7e8c4bce173e52b;Marketing;MBA Marketing Digital;Marketing;MBA Marketing Digital;2012;2013;FIT - Faculdade Impacta de Tecnologia;Faculdade Impacta;-23.525529;-46.6495025;Av. Rudge, 315 - Bom Retiro, São Paulo - SP, 01133-000, Brasil;F9F2+Q5 Bom Retiro, São Paulo - SP
spin-exponential-business;Spin Exponential Business;5eb21a3fa7e8c4bce173e52d;Electrical and Electronics Engineering;Bachelor of Engineering (B.Eng.);Engenharia Elétrica e Eletrônica;Bacharelado em Engenharia (B.Eng.);2005;2008;Centro Universitário de Jaraguá do Sul;Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul;-26.4673102;-49.113708;R. dos Imigrantes, 500 - Rau, Jaraguá do Sul - SC, 89254-430, Brasil;GVMP+3G Rau, Jaraguá do Sul - SC
spin-exponential-business;Spin Exponential Business;5eb21a3fa7e8c4bce173e52d;Knowledge Management;Masters Degree;Gestão do conhecimento;Mestrado;2016;;Universidade Federal de Santa Catarina;Universidade Federal de Santa Catarina Campus Florianópolis;-27.6000837;-48.5194214;R. Eng. Agronômico Andrei Cristian Ferreira, s/n - Trindade, Florianópolis - SC, 88040-900, Brasil;9FXJ+X6 Trindade - Destero, Florianópolis - SC
spin-exponential-business;Spin Exponential Business;5eb21a3fa7e8c4bce173e52d;Electrical and Electronics Engineering;Bachelor of Engineering (B.Eng.);Engenharia Elétrica e Eletrônica;Bacharelado em Engenharia (B.Eng.);2003;2005;Universidade Regional de Blumenau;Fundação Universidade Regional de Blumenau FURB;-26.9056913;-49.0790634;R. Antônio da Veiga, 140 - Itoupava Seca, Blumenau - SC, 89030-903, Brasil;3WVC+P9 Itoupava Seca, Blumenau - SC
spin-exponential-business;Spin Exponential Business;5eb21a3fa7e8c4bce173e52d;Environment & Sustainability Management;Master of Business Administration (MBA);Gestão de Meio Ambiente e Sustentabilidade;Master of Business Administration (MBA);2010;2012;Universidade Federal do Paraná;Universidade Federal do Paraná;-25.4269081;-49.2617658;Rua XV de Novembro, 1299 - Centro, Curitiba - PR, 80060-000, Brasil;HPFQ+67 Curitiba, PR
spin-exponential-business;Spin Exponential Business;5eb21a40a7e8c4bce173e52f;;;;;;;STC FDC/KELLOG;FDC - Fundação Dom Cabral - Campus Aloysio Faria;-20.1631724;-43.9543436;Av. Princesa Diana, 760 - Alphaville Lagoa dos Ingleses, Nova Lima - MG, 34018-006, Brasil;R2PW+P7 Res. Real, Nova Lima - MG
spin-exponential-business;Spin Exponential Business;5eb21a45a7e8c4bce173e531;Ciências Sociais;Bacharel em administração de empresas;Ciências Sociais;Bacharel em administração de empresas;1999;2003;Centro Universitário de Jaraguá do Sul;Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul;-26.4673102;-49.113708;R. dos Imigrantes, 500 - Rau, Jaraguá do Sul - SC, 89254-430, Brasil;GVMP+3G Rau, Jaraguá do Sul - SC
spin-exponential-business;Spin Exponential Business;5eb21a45a7e8c4bce173e531;Ciências da Computação e Informática;Técnico;Ciências da Computação e Informática;Técnico;1997;1998;Escola Técnica Tupy;UniSociesc - Curitiba Pinheirinho;-25.5172119;-49.2903327;Rodovia BR-116, Km 106,5, 18805 - Pinheirinho, Curitiba - PR, 81690-300, Brasil;FPM5+4V Pinheirinho, Curitiba - PR
spin-exponential-business;Spin Exponential Business;5eb21a45a7e8c4bce173e531;E-Commerce;Master of Business Administration (MBA);E-Commerce;Master of Business Administration (MBA);2014;2015;FAE Centro Universitário;FAE Centro Universitário - Campus Curitiba;-25.4380194;-49.2734897;Rua 24 de Maio, 135 - Centro, Curitiba - PR, 80230-080, Brasil;HP6G+QJ Centro - Matriz, Curitiba - PR
spin-exponential-business;Spin Exponential Business;5eb21a45a7e8c4bce173e531;Comunicação;Pós Graduação;Comunicação;Pós Graduação;2009;2010;Centro Universitário - Católica de Santa Catarina;Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul;-26.4673102;-49.113708;R. dos Imigrantes, 500 - Rau, Jaraguá do Sul - SC, 89254-430, Brasil;GVMP+3G Rau, Jaraguá do Sul - SC
speedio;Speedio;5eb21a4ca7e8c4bce173e535;;Computer Science;;Ciência da Computação;2012;;University of California, San Diego;Universidade da Califórnia em San Diego;32.8800604;-117.2340135;9500 Gilman Dr, La Jolla, CA 92093, Estados Unidos;VQJ8+29 San Diego, California, Estados Unidos
speedio;Speedio;5eb21a4ca7e8c4bce173e535;;Administração de Empresas;;Administração de Empresas;2009;2012;Escola Superior de Propaganda e Marketing;ESPM;-23.59;-46.64;Rua Dr. Álvaro Alvim, 123 - Vila Mariana, São Paulo - SP, 04018-010, Brasil;C956+X2 Vila Mariana, São Paulo - SP
speedio;Speedio;5eb21a4ca7e8c4bce173e535;History of Art;Summer School;História da arte;Escola de Verão;2010;2010;Universidad de Salamanca;Universidade de Salamanca;40.9613376;-5.666925099999999;37008 Salamanca, Espanha;X86M+G6 Salamanca, Espanha
speedio;Speedio;5eb21a4ca7e8c4bce173e535;;Graduation;;Graduação;;;Carlson High School;Carlson High School;42.0854525;-83.21194899999999;30550 W Jefferson Ave, Gibraltar, MI 48173, Estados Unidos;3QPQ+56 Gibraltar, Michigan, Estados Unidos
speedio;Speedio;5eb21a4ca7e8c4bce173e535;Chinese Economy in Beijing, China;Winter School;Economia chinesa em Pequim, China;Escola de Inverno;2011;2011;University of International Relations;University of International Relations;40.0029302;116.2858499;China, Beijing, Haidian District, Yiheyuan Rd, 12;273P+58 Haidian District, Beijing, China
speedio;Speedio;5eb21a4ca7e8c4bce173e535;Social and Neural Marketing;Summer School;Marketing social e neural;Escola de Verão;;;Boaziçi Üniversitesi;Boaziçi University;41.0847571;29.0510399;Bebek, 34342 Beikta/stanbul, Turquia;33M2+WC Bebek, Beikta/stanbul, Turquia
space-hunters;Space Hunters;5eb21a50a7e8c4bce173e541;Marketing;Master of Business Administration (MBA);Marketing;Master of Business Administration (MBA);2013;2014;Escola Superior de Propaganda e Marketing;ESPM;-23.59;-46.64;Rua Dr. Álvaro Alvim, 123 - Vila Mariana, São Paulo - SP, 04018-010, Brasil;C956+X2 Vila Mariana, São Paulo - SP
space-hunters;Space Hunters;5eb21a50a7e8c4bce173e541;;;;;1991;2003;Pastor Dohms;Centro de Ensino Pastor Dohms;-30.0128916;-51.1872558;R. Américo Vespúcio, 483 - Higienópolis, Porto Alegre - RS, 90550-031, Brasil;XRP7+R3 Higienópolis, Porto Alegre - RS
space-hunters;Space Hunters;5eb21a50a7e8c4bce173e541;;Ensino médio;;Ensino médio;2003;2004;Unificado;Unificado;-25.4505756;-49.3012332;Av. Sete de Setembro, 6612 - Seminário, Curitiba - PR, 80240-001, Brasil;GMXX+QG Seminário - Santa Felicidade, Curitiba - PR
space-hunters;Space Hunters;5eb21a50a7e8c4bce173e541;Arquitetura;Arquiteto e Urbanista;Arquitetura;Arquiteto e Urbanista;2006;2012;Universidade Federal do Rio Grande do Sul;UFRGS;-30.0332408;-51.2207273;Av. Paulo Gama, 110 Secretaria de Comunicação Social - 8º andar - Reitoria - Farroupilha, Porto Alegre - RS, 90040-060, Brasil;XQ8H+PP Farroupilha, Porto Alegre - RS
sousmile;SouSmile;5eb21a58a7e8c4bce173e545;Language;Intensive English Course - California USA;Língua;Curso Intensivo de Inglês - Califórnia EUA;2012;2013;United Institute;United Idiomas;-25.4079418;-49.2664993;R. Eurípedes Garcez do Nascimento, 495 - Ahú, Curitiba - PR, 80540-280, Brasil;HPRM+RC Ahú - Matriz, Curitiba - PR
sousmile;SouSmile;5eb21a58a7e8c4bce173e545;;Web Developer Academy;;Academia de Desenvolvedor Web;2012;2012;Globalcode;Globalcode Tecnologia e Eventos;-23.573991;-46.641956;Av. Bernardino de Campos, 327 - Vila Mariana, São Paulo - SP, 04004-050, Brasil;C9G5+C6 Vila Mariana, São Paulo - SP
sousmile;SouSmile;5eb21a58a7e8c4bce173e545;;Advanced Java Training;;Treinamento avançado em Java;2012;2013;Caelum;Caelum - Escola de Tecnologia;-23.5882443;-46.6324647;Rua Vergueiro, 3185 - Vila Mariana, São Paulo - SP, 04101-300, Brasil;C969+P2 Vila Mariana, São Paulo - SP
sousmile;SouSmile;5eb21a58a7e8c4bce173e545;;Java Training;;Treinamento Java;2009;2009;Caelum;Caelum - Escola de Tecnologia;-23.5882443;-46.6324647;Rua Vergueiro, 3185 - Vila Mariana, São Paulo - SP, 04101-300, Brasil;C969+P2 Vila Mariana, São Paulo - SP
sousmile;SouSmile;5eb21a58a7e8c4bce173e545;Idiom - English;Intensive English Course - Kaplan California;Idioma - inglês;Curso Intensivo de Inglês - Kaplan California;2012;2013;Kaplan College-Irvine California;Irvine Valley College;33.6754033;-117.77773;5500 Irvine Center Dr, Irvine, CA 92618, Estados Unidos;M6GC+5W Irvine, California, Estados Unidos
sousmile;SouSmile;5eb21a58a7e8c4bce173e545;;Applied and Computational Mathematics;;Matemática Aplicada e Computacional;2007;2011;Universidade de São Paulo;Universidade de São Paulo;-23.5613991;-46.7307891;Butanta, São Paulo - SP, Brasil;C7Q9+CM São Paulo, SP
sousmile;SouSmile;5eb21a5ba7e8c4bce173e547;Finance, General;Bachelor of Science - BS;Finanças, Geral;Bacharel em Ciências - BS;2006;2010;The Wharton School;The Wharton School, University of Pennsylvania;39.95127300000001;-75.1978103;Vance Hall, Philadelphia, PA 19104, Estados Unidos;XR22+GV Filadélfia, Pennsylvania, Estados Unidos
sousmile;SouSmile;5eb21a5ba7e8c4bce173e547;;High School - IB;;Ensino Médio - IB;2004;2006;UWC-USA;United World College USA;35.65597169999999;-105.2812825;State Rte 65, Montezuma, NM 87731, Estados Unidos;MP49+9F Montezuma, New Mexico, Estados Unidos
sousmile;SouSmile;5eb21a61a7e8c4bce173e549;Marketing and Retailing;Bachelors Degree;Marketing e Varejo;Diploma de bacharel;;;University of Pennsylvania - The Wharton School;The Wharton School, University of Pennsylvania;39.95127300000001;-75.1978103;Vance Hall, Philadelphia, PA 19104, Estados Unidos;XR22+GV Filadélfia, Pennsylvania, Estados Unidos
sousmile;SouSmile;5eb21a61a7e8c4bce173e549;Fashion Marketing;Associates Degree;Marketing de Moda;Grau de Associado;;;Parsons School of Design - The New School;Escola de Desenho Parsons;40.7351297;-73.9944837;66 5th Ave, New York, NY 10011, Estados Unidos;P2P4+36 Nova Iorque, New York, Estados Unidos
sousmile;SouSmile;5eb21a61a7e8c4bce173e549;;High School;;Colegial;;;Saint Pauls School;St. Paul's School;-23.5711485;-46.6819016;R. Juquiá, 166 - Jardim Paulistano, São Paulo - SP, 01440-020, Brasil;C8H9+G6 Jardim Paulistano - Pinheiros, São Paulo - SP
sousmile;SouSmile;5eb21a69a7e8c4bce173e54b;Gestão e Administração em Odontologia;Pós Graduação;Gestão e Administração em Odontologia;Pós Graduação;2010;2010;Oralfix Consultoria;Oralfix Odonto SP;-23.6247851;-46.5812119;Alameda Terracota, 250 - Cerâmica, São Caetano do Sul - SP, 04020-000, Brasil;9CG9+3G Cerâmica, São Caetano do Sul - SP
sousmile;SouSmile;5eb21a69a7e8c4bce173e54b;Ensino fundamental e médio;Ensino fudamental e médio;Ensino fundamental e médio;Ensino fudamental e médio;1993;2003;Colégio Santo Américo;Colégio Santo Américo;-23.6045363;-46.7277361;R. Santo Américo, 275 - Jardim Colombo, São Paulo - SP, 05629-020, Brasil;97WC+5W Jardim Colombo - Vila Sonia, São Paulo - SP
sousmile;SouSmile;5eb21a69a7e8c4bce173e54b;Odontologia;Cirurgiã-dentista;Odontologia;Cirurgiã-dentista;2005;2009;FOUSP - Faculdade de Odontologia da Universidade de São Paulo;FOUSP - Faculdade De Odontologia da USP;-23.5676355;-46.7388921;Av. Prof. Lineu Prestes, 2227 - Butantã, São Paulo - SP, 05508-000, Brasil;C7J6+WC Butantã - Butanta, São Paulo - SP
sousmile;SouSmile;5eb21a69a7e8c4bce173e54b;Restaurações Diretas, indiretas, sistemas adesivos e cerâmicas de última geração;Atualização;Restaurações Diretas, indiretas, sistemas adesivos e cerâmicas de última geração;Atualização;2011;2011;FFO - Fundecto USP;FFO Fundecto;-23.5685731;-46.7074913;Av. Valdemar Ferreira, 475 - Butantã, São Paulo - SP, 05501-000, Brasil;C7JV+H2 Butantã - Butanta, São Paulo - SP
sousmile;SouSmile;5eb21a69a7e8c4bce173e54b;Radiologia Odontológica e Imaginologia;Especialização;Radiologia Odontológica e Imaginologia;Especialização;2014;2015;FFO - FUNDECTO USP;FFO Fundecto;-23.5685731;-46.7074913;Av. Valdemar Ferreira, 475 - Butantã, São Paulo - SP, 05501-000, Brasil;C7JV+H2 Butantã - Butanta, São Paulo - SP
sousmile;SouSmile;5eb21a6fa7e8c4bce173e54d;Programa de Residência Odontológica - Ortodontia;Pós-graduação;Programa de Residência Odontológica - Ortodontia;Pós-graduação;;;Universidade Cruzeiro do Sul;Universidade Cruzeiro do Sul;-25.4606494;-49.2886197;R. Santa Catarina, 65 - Água Verde, Curitiba - PR, 80620-100, Brasil;GPQ6+PH Água Verde - Fazendinha/Portão, Curitiba - PR
sousmile;SouSmile;5eb21a6fa7e8c4bce173e54d;;;;;;;CJMJ;;;;;
sousmile;SouSmile;5eb21a6fa7e8c4bce173e54d;Ortodontia;Pós graduação ;Ortodontia;Pós graduação ;2009;2011;Universidade Cruzeiro do Sul;Universidade Cruzeiro do Sul;-25.4606494;-49.2886197;R. Santa Catarina, 65 - Água Verde, Curitiba - PR, 80620-100, Brasil;GPQ6+PH Água Verde - Fazendinha/Portão, Curitiba - PR
sousmile;SouSmile;5eb21a6fa7e8c4bce173e54d;Odontologia;Graduação;Odontologia;Graduação;2003;2006;Universidade Santo Amaro - Unisa;UNISA - Campus Metrô Adolfo Pinheiro;-23.6510359;-46.7022645;Rua Isabel Schmidt, 349 - Santo Amaro, São Paulo - SP, 04743-030, Brasil;87XX+H3 Santo Amaro, São Paulo - SP
sousmile;SouSmile;5eb21a6fa7e8c4bce173e54d;Ortodontia;Mestrado;Ortodontia;Mestrado;;;Centro Universitário Hermínio Ometto - FHO|Uniararas;FHO | Uniararas;-22.3759215;-47.3700294;Av. Dr. Maximiliano Baruto, 500 - Jardim Universitario, Araras - SP, 13607-339, Brasil;JJFH+JX Jardim Universitario, Araras - SP
sousmile;SouSmile;5eb21a71a7e8c4bce173e54f;Business Strategy, Organizational Behavior;Master of Business Administration - MBA;Estratégia de Negócios, Comportamento Organizacional;Mestre Em Administração De Empresas - MBA;1997;1999;;;;;;
sousmile;SouSmile;5eb21a71a7e8c4bce173e54f;Electrical, Electronics and Communications Engineering;Bachelor of Engineering - BE;Engenharia Elétrica, Eletrônica e de Comunicações;Bacharelado em Engenharia - BE;1990;1994;Escola Politécnica da USP;Escola Politécnica da Universidade de São Paulo;-23.5571644;-46.730234;Av. Prof. Luciano Gualberto, 380 - Butantã, São Paulo - SP, 05508-010, Brasil;C7V9+4W Butantã - Butanta, São Paulo - SP
sonoma;Sonoma;5eb21a73a7e8c4bce173e555;Dual AB: International Relations / Latin American Studies;Bachelors Degree;Dual AB: Relações Internacionais / Estudos Latino-Americanos;Diploma de bacharel;2002;2006;Brown University;Universidade Brown;41.8267718;-71.4025482;Providence, RI 02912, Estados Unidos;RHGW+PX Providence, Rhode Island, Estados Unidos
sonoma;Sonoma;5eb21a73a7e8c4bce173e555;International Political Economy;;Economia Política Internacional;;2004;2005;;;;;;
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Finance and Accounting for Non-financial Executives;;Finanças e contabilidade para executivos não financeiros;;2006;;BSP - Business School São Paulo;BSP - Business School São Paulo;-23.5998875;-46.6746556;R. Quatá, 67 - Vila Olímpia, São Paulo - SP, 04546-040, Brasil;C82G+24 Vila Olímpia - Itaim Bibi, São Paulo - SP
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Entrepreneurship and Innovation;;Empreendedorismo e Inovação;;2003;;BSP - Business School São Paulo;BSP - Business School São Paulo;-23.5998875;-46.6746556;R. Quatá, 67 - Vila Olímpia, São Paulo - SP, 04546-040, Brasil;C82G+24 Vila Olímpia - Itaim Bibi, São Paulo - SP
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;;;;;;;Colégio Dante Alighieri;Colégio Dante Alighieri;-23.5634584;-46.6590182;Alameda Jaú, 1061 - Jardim Paulista, São Paulo - SP, 01420-002, Brasil;C8PR+J9 Jardim Paulista, São Paulo - SP
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Business Dynamics;;Dinâmica de Negócios;;2012;;Massachusetts Institute of Technology - Sloan School of Management;MIT Sloan School of Management;42.3609974;-71.08290869999999;100 Main St, Cambridge, MA 02142, Estados Unidos;9W68+9R Cambridge, Massachusetts, Estados Unidos
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Business Administration;;Administração de Empresas;;1994;1997;Centro Universitário das Faculdades Metropolitanas;FMU;-22.714435;-47.64727910000001;Av. Torquato da Silva Leitão, 208 - São Dimas, Piracicaba - SP, 13416-210, Brasil;79P3+63 São Dimas, Piracicaba - SP
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Advanced Negotiation Techniques;;Técnicas avançadas de negociação;;2003;;BSP - Business School São Paulo;BSP - Business School São Paulo;-23.5998875;-46.6746556;R. Quatá, 67 - Vila Olímpia, São Paulo - SP, 04546-040, Brasil;C82G+24 Vila Olímpia - Itaim Bibi, São Paulo - SP
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Strategic Marketing Management;;Gestão Estratégica de Marketing;;2007;;The University of Chicago Booth School of Business;Booth School of Business;41.7893172;-87.5961402;5807 S Woodlawn Ave, Chicago, IL 60637, Estados Unidos;QCQ3+PG Chicago, Illinois, Estados Unidos
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Branding;;Branding;;2009;;Northwestern University - Kellogg School of Management;Kellogg School of Management;42.057427;-87.6719431;2211 Campus Dr, Evanston, IL 60208, Estados Unidos;384H+X6 Evanston, Evanston Township, IL, Estados Unidos
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;;Digital Business Strategy;;Estratégia de Negócios Digitais;2016;;Columbia Business School;Columbia Business School;40.8088655;-73.961398;3022 Broadway, New York, NY 10027, Estados Unidos;R25Q+GC Nova Iorque, New York, Estados Unidos
sonne;SONNE;5eb21a7ca7e8c4bce173e55b;Exponential Growth & Technologies;;Crescimento exponencial e tecnologias;;2017;;Singularity University;Singularity University;37.3883786;-121.9792585;2831 Mission College Blvd, Santa Clara, CA 95054, Estados Unidos;92QC+97 Santa Clara, California, Estados Unidos
soluti;Soluti;5eb21a80a7e8c4bce173e561;Administração;MBA - Executivo em Negócios Inteligentes;Administração;MBA - Executivo em Negócios Inteligentes;2012;2013;IPOG - Instituto de Pós-Graduação e Graduação;IPOG - Curitiba;-25.4106688;-49.2713887;R. Mateus Leme, 1896 - São Francisco, Curitiba - PR, 80530-010, Brasil;HPQH+PC São Francisco - Matriz, Curitiba - PR
soluti;Soluti;5eb21a80a7e8c4bce173e561;Business Administration;Bachelor of Business Administration;Administração de Empresas;Bacharel em Administração de Empresas;2004;2008;Pontifícia Universidade Católica de Goiás;Pontifícia Universidade Católica de Goiás;-16.6762057;-49.2455094;University Sector - Av, University 1440 - Setor Leste Universitário, Goiânia - GO, 74175-120, Brasil;8QF3+GQ Setor Leste Universitário, Goiânia - GO
soluti;Soluti;5eb21a85a7e8c4bce173e563;;;;;;;Faculdade Maurício de Nassau;UNINASSAU - Campus Curitiba;-25.4675468;-49.2920629;R. Antônio Pietruza, 45 - Portão, Curitiba - PR, 80610-320, Brasil;GPJ5+X5 Portão - Fazendinha/Portão, Curitiba - PR
soluti;Soluti;5eb21a85a7e8c4bce173e563;;;;;;;Universidade Federal de Pernambuco;Universidade Federal de Pernambuco UFPE;-8.0517328;-34.9507155;Av. Prof. Moraes Rego, 1235 - Cidade Universitária, Recife - PE, 50670-901, Brasil;W2XX+8P Cidade Universitária, Recife - PE
soluti;Soluti;5eb21a85a7e8c4bce173e563;;;;;;;Universidade Federal de Pernambuco;Universidade Federal de Pernambuco UFPE;-8.0517328;-34.9507155;Av. Prof. Moraes Rego, 1235 - Cidade Universitária, Recife - PE, 50670-901, Brasil;W2XX+8P Cidade Universitária, Recife - PE
soluti;Soluti;5eb21a85a7e8c4bce173e563;Human Resources Management/Personnel Administration, General;BACHAREL EM CIENCIAS CONTÁBEIS;Gestão de Recursos Humanos / Administração de Pessoas, Geral;BACHAREL EM CIENCIAS CONTÁBEIS;2006;2009;FACULDADE SANTA HELENA;Faculdade Santa Helena;-8.0523587;-34.91706;Av. Caxangá, 990 - Madalena, Recife - PE, 50610-120, Brasil;W3XM+35 Madalena, Recife - PE
soluti;Soluti;5eb21a85a7e8c4bce173e563;Human Resources Management/Personnel Administration, General;MBA GESTÃO FINANCEIRA COM ENFASE EM CONTROLADORIA;Gestão de Recursos Humanos / Administração de Pessoas, Geral;MBA GESTÃO FINANCEIRA COM ENFASE EM CONTROLADORIA;2007;2008;FACULDADE METROPOLITANA DA GRANDE RECIFE;Faculdade Metropolitana da Grande Recife;-8.170064000000002;-34.919968;Av. Barreto de Menezes, 809 - Piedade, Jaboatão dos Guararapes - PE, 54360-160, Brasil;R3HJ+X2 Piedade, Jaboatão dos Guararapes - PE
soluti;Soluti;5eb21a85a7e8c4bce173e563;;;;;;;Universidade Federal de Pernambuco;Universidade Federal de Pernambuco UFPE;-8.0517328;-34.9507155;Av. Prof. Moraes Rego, 1235 - Cidade Universitária, Recife - PE, 50670-901, Brasil;W2XX+8P Cidade Universitária, Recife - PE
soluti;Soluti;5eb21a90a7e8c4bce173e565;Dinâmica de grupo;Especialização em Coordenação de Grupos;Dinâmica de grupo;Especialização em Coordenação de Grupos;;;Sobrap - Instituto Brasilero de Psicanálise, Dinâmica de Grupo e Psicodrama;SOBRAP;-23.5256259;-47.4626197;Av. Mario Campolim, 367 - Parque Campolim, Sorocaba - SP, 18047-600, Brasil;FGFP+PX Parque Campolim, Sorocaba - SP
soluti;Soluti;5eb21a90a7e8c4bce173e565;EMBA-Gestão de Marketing;EMBA;EMBA-Gestão de Marketing;EMBA;2003;2005;Escola Politécnica da UFRJ;Escola Politécnica da UFRJ;-22.8593217;-43.2309953;Av. Athos da Silveira Ramos, 149 - Bloco A - Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ, 21941-909, Brasil;4QR9+7J Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ
soluti;Soluti;5eb21a90a7e8c4bce173e565;Adminsitração;Especialização em Gestão de Marketing e Análise do Consumo;Adminsitração;Especialização em Gestão de Marketing e Análise do Consumo;2018;2019;Universidade Federal de Goiás;Universidade Federal de Goiás - Campus Samambaia;-16.6062082;-49.2614594;Av. Esperança, s/n - Chácaras de Recreio Samambaia, Goiânia - GO, 74690-900, Brasil;9PVQ+GC Chácaras de Recreio Samambaia, Goiânia - GO
soluti;Soluti;5eb21a90a7e8c4bce173e565;Pesquisa de Mercado;Curso de Pesquisa de Marketing ;Pesquisa de Mercado;Curso de Pesquisa de Marketing ;;;Ibramerc - Changing Marketing Intelligence Education;Ibramerc;-23.594652;-46.686116;R. Fidêncio Ramos, 302 - Vila Olímpia, São Paulo - SP, 04551-010, Brasil;C847+4H Vila Olímpia - Itaim Bibi, São Paulo - SP
soluti;Soluti;5eb21a90a7e8c4bce173e565;Pesquisa de Mercado;Curso de Pesquisa de Mercado;Pesquisa de Mercado;Curso de Pesquisa de Mercado;;;Fundação Getulio Vargas;Fundação Getúlio Vargas;-23.199445;-45.8811161;Av. Dep. Benedito Matarazzo, 9403 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12215-900 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12215-900, Brasil;R429+6H Jardim Oswaldo Cruz, São José dos Campos - SP
soluti;Soluti;5eb21a90a7e8c4bce173e565;Pesquisa Online;Curso de extensão;Pesquisa Online;Curso de extensão;;;ABEP - Associação Brasileira de Empresas de Pesquisa;ABEP assoc Brasileira das Empresas de Pesquisas;-23.5774764;-46.67247949999999;Av. Nove de Julho, 4865 - Jardim Paulista, São Paulo - SP, 01407-100, Brasil;C8FH+22 Jardim Paulista, São Paulo - SP
soluti;Soluti;5eb21a90a7e8c4bce173e565;Administração de Empresas;Bacharelado em Administração;Administração de Empresas;Bacharelado em Administração;;;Uni-ANHANGUERA - Centro Universitário de Goiás;Uni-ANHANGUERA;-16.6915195;-49.3107155;Av. João Candido de Oliveira, 115 - Cidade Jardim, Goiânia - GO, 74423-115, Brasil;8M5Q+9P Cidade Jardim, Goiânia - GO
solucx;SoluCX;5eb21a96a7e8c4bce173e569;Tecnologia da Informação;Desenvolvimento de Aplicativos Móveis;Tecnologia da Informação;Desenvolvimento de Aplicativos Móveis;2015;2016;SENAI - Cimatec;SENAI CIMATEC;-12.9387794;-38.3877656;Av. Orlando Gomes, 1845 - Piatã, Salvador - BA, 41650-010, Brasil;3J66+FV Piatã, Salvador - BA
solucx;SoluCX;5eb21a96a7e8c4bce173e569;;Ensino médio;;Ensino médio;2004;2006;Escola Reitor Miguel Calmon (SESI);Escola SESI Reitor Miguel Calmon (SESI Retiro);-12.9507183;-38.47542929999999;Praça Visconde de Monte Alegre s/n - Fazenda Grande do Retiro, Salvador - BA, 40354-190, Brasil;2GXF+PR Fazenda Grande do Retiro, Salvador - BA
solucx;SoluCX;5eb21a96a7e8c4bce173e569;Gestão de Projetos de TI e Internet;Analista em Sistemas de Internet;Gestão de Projetos de TI e Internet;Analista em Sistemas de Internet;2008;2011;Universidade Salvador - Unifacs;UNIFACS Universidade Salvador - Campus Costa Azul;-12.9851962;-38.4503646;R. Dr. José Peroba, 251 - Stiep, Salvador - BA, 41770-235, Brasil;2G7X+WV Stiep, Salvador - BA
solucx;SoluCX;5eb21a96a7e8c4bce173e569;Tecnologia da Informação;Desenvolvimento de Software;Tecnologia da Informação;Desenvolvimento de Software;2006;2007;SENAI;SENAI PR;-25.4470476;-49.24505809999999;Av. Com. Franco, 1341 - Jardim Botânico, Curitiba - PR, 81920-380, Brasil;HQ33+5X Jardim Botânico - Matriz, Curitiba - PR
solis-b3fa;Solis;5eb21a99a7e8c4bce173e56d;;;;;1966;1977;Primeiro e Segundo Grau: I.E.E Prof. Stélio Machado Loureiro;Stelio Machado Loureiro Prof;-21.2985167;-50.33834599999999;R. Mario de Souza Campos, 545 - Centro, Birigui - SP, 16200-110, Brasil;PM26+HM Centro, Birigui - SP
solis-b3fa;Solis;5eb21a99a7e8c4bce173e56d;Eletricidade e Produção Indudtrial;Engenheiro de Produção Eletricista;Eletricidade e Produção Indudtrial;Engenheiro de Produção Eletricista;1978;1984;FEI - Faculdade de Engenharia Industrial;Centro Universitário FEI - Campus São Bernardo do Campo;-23.7242412;-46.5793979;Av. Humberto de Alencar Castelo Branco, 3972-B - Assunção, São Bernardo do Campo - SP, 09850-901, Brasil;7CGC+86 Assunção, São Bernardo do Campo - SP
solinftec;Solinftec;5eb21a9ca7e8c4bce173e571;Business Administration and Management, General;Bachelor of Business Administration (B.B.A.);Administração e Gerenciamento de Negócios, Geral;Bacharel em Administração de Empresas (BBA);1995;2000;Universidade Federal de Mato Grosso;Universidade Federal de Mato Grosso;-15.6122341;-56.06969789999999;R. Quarenta e Nove, 2367 - Boa Esperança, Cuiabá - MT, 78060-900, Brasil;9WQJ+44 Boa Esperança, Cuiabá - MT
solinftec;Solinftec;5eb21a9ca7e8c4bce173e571;Corporate Finance Program;;Programa de Finanças Corporativas;;2004;2005;;;;;;
